Industry_Type,Region,Country,Year,Co2_Emissions_MetricTons,Energy_Consumption_TWh,Automobile_Co2_Emissions_MetricTons,Industrial_Co2_Emissions_MetricTons,Agriculture_Co2_Emissions_MetricTons,Domestic_Co2_Emissions_MetricTons,total_CO2_EMISSION
Energy,Europe,China,2016,99.05,599.75,25.23,109.23,0.4,10.72,844.38
Manufacturing,North America,China,2020,154.92,485.21,43.7,141.13,41.42,4.39,870.77
Construction,Africa,India,2008,189.49,906.98,54.8,165.67,25.62,4.32,1346.88
Manufacturing,South America,India,2010,218.62,363.54,61.19,59.69,41.3,8.1,752.44
Construction,Africa,India,2021,246.33,752.11,22.06,197.39,27.83,11.35,1257.07
Energy,Europe,India,2006,262.02,38.92,72.81,100.92,7.75,0.64,483.06
Energy,Asia,China,2006,7.88,721.63,2.8,92.51,23.74,17.59,866.15
Energy,Europe,Canada,2001,238.93,42.01,75.07,84.45,43.95,14.49,498.9
Mining,North America,Australia,2013,183.45,345.04,28.37,35.68,11.56,1.85,605.95
Manufacturing,Europe,Canada,2015,159.86,948.11,37.06,111.66,6.08,11.55,1274.32
Mining,Oceania,India,2004,188.73,703.35,58.11,25.02,20.78,2.73,998.72
Construction,Asia,USA,2017,264.64,925.06,61.08,168.72,40.57,13.72,1473.79
Manufacturing,Asia,Australia,2003,163.81,496.11,42.17,9.72,35.31,3.97,751.09
Energy,South America,Germany,2011,49.08,606.41,93.8,170.52,49.84,4.78,974.43
Manufacturing,South America,India,2018,131.31,517.99,85.85,162.19,44.03,16.89,958.26
Energy,Oceania,Brazil,2012,277.38,479.13,22.58,60.21,8.65,6.29,854.24
Mining,Asia,Germany,2005,244.44,578.44,58.93,7.23,39.42,16.72,945.18
Mining,Oceania,Canada,2010,61.31,39.38,72.13,176.9,35.93,15.19,400.84
Energy,Asia,Canada,2014,214.39,186.09,21.77,160.88,9.85,6.46,599.44
Energy,North America,South Africa,2020,77.24,215.01,1.94,126.97,39.04,13.82,474.02
Construction,Europe,Canada,2016,104.89,383.16,97.56,11.1,12.21,0.26,609.18
Mining,South America,South Africa,2001,140.94,434.84,95.84,101.8,22.83,11.52,807.77
Mining,North America,USA,2012,132.54,739.85,32.1,186.82,13.94,16.58,1121.83
Construction,Europe,Germany,2022,9.27,165.96,23.99,21.45,22.62,16.9,260.19
Mining,South America,Germany,2000,232.32,570.11,15.55,102.04,15.17,12.43,947.62
Energy,Oceania,Canada,2003,253.99,272.65,68.75,160.71,32.99,7.11,796.2
Manufacturing,North America,USA,2014,159.52,515.9,75.55,132.27,40.13,19.44,942.81
Manufacturing,Africa,South Africa,2015,52.3,626.8,42.1,78.95,1.03,19.8,820.98
Mining,Africa,India,2010,74.76,582.66,24.36,178.41,20.19,0.6,880.98
Construction,South America,USA,2002,38.34,215.77,44.93,105.46,7.36,3.28,415.14
Energy,North America,Brazil,2011,51.27,709.6,51.68,173.79,1.07,19.52,1006.93
Manufacturing,Europe,USA,2011,262.98,653.96,54.39,122.36,49.16,19.87,1162.72
Energy,Europe,China,2010,144.31,932.04,44.39,62.65,33.72,18.88,1235.99
Mining,North America,South Africa,2015,33.75,634.33,0.47,179.75,22.67,1.64,872.61
Mining,Africa,China,2020,76.8,720.46,47.23,175.94,21.61,13.14,1055.18
Manufacturing,North America,South Africa,2020,284.88,811.12,34.79,61.41,42.06,1.4,1235.66
Mining,Africa,South Africa,2012,153.03,106.45,55.7,43.35,28.58,9.52,396.63
Construction,Africa,Germany,2011,154.93,696.49,7.03,195.76,37.48,19.55,1111.24
Mining,Oceania,India,2009,157.93,318.92,87.93,94.77,46.03,17.34,722.92
Mining,Oceania,India,2010,33.93,823.24,87.56,199.53,44.19,2.61,1191.06
Mining,Europe,South Africa,2017,291.11,480.44,56.46,50.82,4.84,10.9,894.57
Energy,South America,South Africa,2004,25.8,580.83,73.74,20.36,24.35,2.92,728
Energy,Asia,Canada,2019,210.16,260.71,43.85,1.63,31.71,3.11,551.17
Manufacturing,North America,China,2012,17.8,650.74,59.07,62.51,23.22,2.6,815.94
Manufacturing,Africa,Canada,2016,133.36,36.13,61.81,117.01,14.58,2.03,364.92
Manufacturing,North America,Canada,2011,269.95,748.7,35.45,49.83,45.83,4.17,1153.93
Mining,South America,Brazil,2016,230.65,163.71,96.09,115.19,44.94,18.35,668.93
Energy,South America,USA,2000,100.74,227.96,60.3,11.37,42.11,7.22,449.7
Construction,Asia,South Africa,2007,165.63,1.41,99.05,194.1,46.68,17.08,523.95
Mining,Asia,Canada,2015,50,313.52,43.29,69.54,37.18,0.86,514.39
Mining,Africa,South Africa,2014,286.86,388.56,3.33,194.66,19.55,11.79,904.75
Mining,Oceania,USA,2018,212.75,234.38,30.31,106.97,24.93,11.64,620.98
Construction,Asia,USA,2009,112.6,230.6,65.11,93.31,41.22,18.43,561.27
Manufacturing,Oceania,Brazil,2001,95.72,893.03,91.04,18.01,45.54,2.83,1146.17
Construction,Oceania,Brazil,2003,71.97,326.79,61.55,17.05,33.56,15.16,526.08
Manufacturing,Africa,USA,2003,236.06,722.42,47.23,102.79,29.1,15.8,1153.4
Construction,Europe,South Africa,2019,130.67,237.76,8.17,63.75,44.65,10.53,495.53
Energy,Oceania,South Africa,2011,99.4,809.14,14.56,37.33,37.53,4.6,1002.56
Mining,Africa,USA,2016,271.61,677.9,5.44,27.16,45.67,6.93,1034.71
Mining,Asia,South Africa,2020,45.49,756.33,71.15,111.78,44.16,10.75,1039.66
Mining,North America,Brazil,2021,79.52,439.82,83.13,60.32,16.51,9.88,689.18
Manufacturing,Asia,USA,2003,103.76,879.62,16.53,161.2,6.63,14.03,1181.77
Construction,South America,Brazil,2007,78.33,374.33,32.59,18.07,35.14,5.2,543.66
Energy,Asia,South Africa,2015,175.83,601.09,47.96,1.73,46.7,6,879.31
Construction,Europe,South Africa,2014,180.51,640.25,14.36,188.4,45.48,18.11,1087.11
Mining,Africa,Germany,2013,16.9,952.28,41.68,3.55,46.01,14.85,1075.27
Energy,Oceania,China,2018,43.79,134.96,96.69,172,43.57,7.17,498.18
Energy,South America,China,2010,59.96,136.04,71.94,176.09,21.97,14.45,480.45
Mining,Africa,Australia,2012,21.56,462.32,16.78,189.37,46.83,0.62,737.48
Construction,Africa,Brazil,2022,37.87,917.92,9.97,99.01,31.89,7.15,1103.81
Mining,Oceania,USA,2007,72.28,22.17,44.57,124.79,41.53,2.94,308.28
Construction,Asia,China,2022,104.01,276.64,98.8,73.32,15.03,5.88,573.68
Energy,North America,South Africa,2008,237.5,283.94,79.35,194.35,25.05,11.34,831.53
Energy,South America,Canada,2001,65.76,305.3,29.38,146.39,5.96,12.92,565.71
Mining,Oceania,India,2019,201.17,25.19,2.73,144.15,7.79,19.29,400.32
Energy,Europe,USA,2001,17.84,825.69,41.19,70.75,40.38,12.21,1008.06
Manufacturing,Europe,Brazil,2007,197.64,9.4,16.14,60.3,47.2,5.98,336.66
Energy,North America,South Africa,2017,238.52,477.97,18.11,111.52,26.43,15.7,888.25
Manufacturing,North America,South Africa,2021,181.64,56.83,16.31,16.35,24.34,7.83,303.3
Energy,Asia,India,2006,60.82,798.74,71.99,83.85,47.12,2.5,1065.02
Mining,Europe,Brazil,2010,99.46,746.71,3.68,106.44,41.58,12.18,1010.05
Mining,South America,Australia,2021,241.65,721.67,56.52,150.06,9.22,10.95,1190.07
Manufacturing,Oceania,USA,2019,129.88,736.4,75.28,114.37,2.19,0.68,1058.8
Mining,North America,South Africa,2000,76.94,940.27,15.73,78.06,47.51,3.92,1162.43
Energy,North America,Australia,2015,279.84,417.1,89.3,5.69,27.06,2.94,821.93
Energy,North America,Germany,2015,191.39,861.64,7.91,141.71,32.35,8.74,1243.74
Mining,Oceania,South Africa,2009,241.81,184.64,68.3,153.59,26.59,19.9,694.83
Energy,South America,Germany,2016,7.84,451.54,17.28,170.86,36.96,15.13,699.61
Construction,Europe,Canada,2009,102.13,9.4,80.62,39.71,44.89,6.27,283.02
Construction,South America,Germany,2005,137.94,284.5,57.18,101.02,49.69,19.02,649.35
Energy,Oceania,USA,2013,176.43,458.43,58.96,92.13,18.25,10.67,814.87
Mining,South America,Canada,2014,57.4,909.34,34.67,152.18,26.02,16.89,1196.5
Manufacturing,Asia,USA,2003,149.64,317.29,28.4,100.65,44.19,19.69,659.86
Mining,Oceania,India,2001,205.84,672.57,46.39,159.59,21.84,16.2,1122.43
Manufacturing,North America,South Africa,2018,104.09,834.05,75.8,16.67,18.01,16.58,1065.2
Mining,Europe,USA,2012,207.59,326.87,16.91,10.83,48.45,19.01,629.66
Energy,Asia,USA,2011,117.2,169.64,81.65,53.41,36.62,4.4,462.92
Construction,Asia,India,2020,141.1,591.4,48.04,94.91,25.4,17.01,917.86
Mining,Oceania,India,2022,40.72,284.74,45.28,150.27,39.82,3.52,564.35
Manufacturing,Africa,South Africa,2012,195.56,652.63,1.76,73.17,16.02,11.16,950.3
Construction,North America,Australia,2014,67.67,135.13,12.51,148.25,29.5,2.22,395.28
Manufacturing,Europe,Brazil,2001,248.74,152.02,43.25,166.3,35.57,6.77,652.65
Energy,Europe,China,2007,166.26,676.09,98.13,100.56,35.83,3.02,1079.89
Construction,Europe,South Africa,2002,168.3,973.57,25.09,191.62,9.87,16.68,1385.13
Manufacturing,Oceania,China,2000,273.79,247.27,1.12,30.53,49.74,12.25,614.7
Mining,North America,Canada,2010,50.64,714.06,43.64,59.2,37.72,4.04,909.3
Energy,Oceania,Canada,2008,159.31,532.27,1.69,199.51,37.18,17.11,947.07
Energy,Europe,Brazil,2016,114.97,843.92,33.69,33.44,29.34,12.88,1068.24
Energy,South America,Germany,2006,289.91,389.19,35.47,182.27,17.21,1.63,915.68
Mining,South America,Australia,2022,237.92,971.73,0.34,184.05,24.48,6.4,1424.92
Mining,North America,South Africa,2003,227.37,82.86,77.98,127.92,21.35,2.73,540.21
Construction,Europe,USA,2012,61.63,984.66,91.29,9.89,5.82,1.93,1155.22
Mining,Oceania,India,2004,71.58,846.31,99.88,101.92,46.25,13.65,1179.59
Construction,Africa,South Africa,2011,9.24,866.52,50.93,13.94,25.43,2.69,968.75
Energy,Africa,India,2019,191.74,842.48,30.73,66.37,2.25,3.03,1136.6
Construction,Africa,Germany,2004,111.57,861.93,71.78,3.56,21.03,15.62,1085.49
Manufacturing,South America,India,2010,93.96,815.25,73.67,9.27,21.09,18.46,1031.7
Energy,Oceania,Germany,2001,191.29,899.57,37.98,139.47,4.42,5.34,1278.07
Energy,Africa,Australia,2003,248.69,461.07,56.6,196.45,9.87,18.98,991.66
Construction,Europe,Brazil,2009,40.34,939.32,82.19,156.54,3.98,5.68,1228.05
Energy,Europe,Germany,2006,275.64,385.27,19,79.26,8.1,7.35,774.62
Mining,Africa,Canada,2011,10.76,728.65,2.15,67.54,5.81,13.05,827.96
Manufacturing,Asia,China,2007,28.98,710.5,54.02,198.78,45.13,14.84,1052.25
Construction,Africa,Canada,2022,251.52,820.99,66.47,46.43,38.82,19.75,1243.98
Construction,Asia,South Africa,2022,148.06,738.51,57.54,7.83,43.66,15.42,1011.02
Energy,North America,Canada,2022,281.81,35.86,59.66,52.31,7.01,8.86,445.51
Mining,North America,Canada,2015,138.77,739.28,39.37,68.4,33.5,2.25,1021.57
Energy,Europe,Canada,2001,277.87,23.79,65.18,97.65,45.1,12.56,522.15
Energy,Oceania,Germany,2002,72.27,533.46,4.38,139.6,47.67,16.85,814.23
Construction,South America,South Africa,2016,185.13,839.03,15.2,131.25,3.01,16.66,1190.28
Energy,Oceania,Brazil,2014,298.34,829.66,44.54,125.75,19.02,14.37,1331.68
Manufacturing,Europe,Australia,2017,113.13,841.39,94.3,177.63,18.24,15.15,1259.84
Energy,Europe,Canada,2009,0.94,602.61,64.48,116.17,9.44,2.68,796.32
Energy,Oceania,Germany,2021,19.68,184.22,35.59,35.27,7.8,2.61,285.17
Construction,South America,Brazil,2001,257.79,508.22,45.85,72.26,18.61,11.6,914.33
Energy,Europe,China,2016,147.82,516.45,84.58,134.51,35.62,1.34,920.32
Mining,South America,Australia,2015,161.25,325.11,54.29,105.1,36.56,3.72,686.03
Construction,Europe,USA,2006,239.93,424.39,4.88,115.81,28.9,14.7,828.61
Energy,North America,Brazil,2018,243.57,872.24,41.74,59.73,39.32,0.6,1257.2
Manufacturing,Asia,USA,2015,143.49,518.17,38.86,57.71,35.22,3.32,796.77
Manufacturing,Europe,Brazil,2000,257.49,704.89,90,90.13,39.8,15.85,1198.16
Construction,Asia,Canada,2003,140.79,496.06,30.61,6.87,48.74,18.5,741.57
Construction,Africa,Australia,2012,202.67,617.66,6.56,86.6,29.02,5.08,947.59
Energy,Europe,Germany,2009,10.49,93.04,35.55,98.24,38.35,10.22,285.89
Mining,North America,USA,2010,41.83,931.42,4.49,12.14,41.68,17.71,1049.27
Energy,South America,Australia,2018,255.5,436.22,83.25,6.65,45.66,16.14,843.42
Manufacturing,North America,Brazil,2014,94.28,748.43,59.06,1.91,27.31,17.1,948.09
Mining,Asia,South Africa,2010,100.76,667.27,46.99,72.42,45.95,6.52,939.91
Mining,South America,Brazil,2002,199.07,799.37,36.05,99.71,27,5.91,1167.11
Mining,North America,USA,2001,177.97,35.36,41.82,34.64,34.68,14.49,338.96
Energy,North America,South Africa,2010,25.12,935.38,78.81,179.13,17.47,10.46,1246.37
Manufacturing,North America,Canada,2009,229.85,829.83,18.08,116.7,49.25,17.4,1261.11
Construction,Oceania,Australia,2002,185.36,833.84,7.24,119.55,10.95,14.9,1171.84
Energy,South America,Brazil,2004,256.67,467.38,56.22,13.25,12.98,7.05,813.55
Construction,North America,USA,2014,160.88,796.43,85.9,16.16,12.66,16.53,1088.56
Mining,North America,China,2003,124.59,575.39,56.27,100.99,21.11,18.46,896.81
Mining,Asia,India,2016,111.72,503.73,79.64,152.53,38.43,2.44,888.49
Energy,North America,China,2000,1.82,785.03,89.29,167.75,49.21,10.8,1103.9
Manufacturing,North America,USA,2000,12.42,627.99,7.78,108.26,30.92,11.44,798.81
Mining,Africa,Germany,2011,39.8,77.62,58.96,117.88,30.92,1.29,326.47
Construction,South America,Germany,2009,278.9,314.85,83.29,122.92,26.43,0.39,826.78
Construction,Africa,India,2008,264.25,622.28,64.39,62.15,45.11,3.68,1061.86
Energy,Oceania,USA,2008,149.41,903.85,59.19,195.08,16.65,16.71,1340.89
Construction,Asia,South Africa,2019,54.47,933.03,78.83,195.16,9.57,12.85,1283.91
Manufacturing,Africa,Brazil,2019,44.26,838.99,70.76,125,11.52,3.69,1094.22
Mining,Oceania,China,2013,77.21,254.69,50.21,75.82,43.01,12.18,513.12
Construction,Europe,South Africa,2022,272.66,473.65,4.5,169.93,8.57,12.59,941.9
Construction,South America,Australia,2018,156.68,433.67,61.37,35.15,25.03,9.4,721.3
Mining,North America,China,2009,241.31,438.97,21.4,120.75,16.15,10.55,849.13
Energy,Africa,India,2002,152.27,50.26,25.48,157.85,9.25,13.87,408.98
Construction,Africa,Canada,2019,183.03,174.05,67.99,0.92,28.65,18.03,472.67
Energy,North America,India,2021,183.23,153.68,45.36,86.41,42.77,17.16,528.61
Energy,North America,Australia,2016,9.89,617.46,71.71,52.46,16.05,14.2,781.77
Construction,Asia,India,2002,133.86,412.09,39.32,159.67,6.08,17.14,768.16
Manufacturing,Africa,Canada,2011,259.28,324.73,87.02,184.73,31.19,12.58,899.53
Energy,Africa,Australia,2014,146.99,444.18,42.76,34.73,37.01,15.03,720.7
Construction,Europe,South Africa,2004,130.88,324.55,49.43,36.02,28,17.68,586.56
Energy,Oceania,South Africa,2014,158.2,757.59,12.71,192.38,5.96,17.59,1144.43
Mining,Europe,India,2019,114.54,167.46,50.41,102.44,0.33,16.25,451.43
Manufacturing,Africa,South Africa,2015,154.86,56.61,24.06,19.65,4.4,11.01,270.59
Manufacturing,Europe,India,2008,41.04,650.88,76.32,15.3,46.14,3.88,833.56
Mining,Africa,Canada,2007,290.4,230.96,71.43,192.86,28.92,16.82,831.39
Mining,South America,South Africa,2010,10.72,643.53,1.68,86.45,18.7,15.2,776.28
Energy,Asia,India,2008,145.22,59.01,49.43,188.44,9.23,15.46,466.79
Mining,Europe,Brazil,2015,63.39,247.47,4.63,115.42,34.98,2.6,468.49
Manufacturing,Africa,Canada,2013,17.98,154.31,56.97,144.46,38.24,17.14,429.1
Mining,Europe,Brazil,2014,195.69,291.03,90.17,55.88,40.4,15.98,689.15
Construction,Oceania,Australia,2013,295.56,329.19,86.73,13.6,1.02,7.99,734.09
Construction,Asia,China,2009,225.01,495.45,24.46,157.25,38.52,9.63,950.32
Energy,South America,Australia,2012,76.58,520.38,14.1,33.74,8.08,19.09,671.97
Manufacturing,North America,China,2000,148.27,630.28,79.13,143.3,39.85,0.97,1041.8
Construction,North America,Australia,2022,15.41,331.99,54.66,15.2,7.64,2.74,427.64
Mining,Europe,India,2008,159.74,532.26,42.44,115.11,12.32,16.35,878.22
Construction,Africa,China,2016,30.29,990.12,81.07,150.66,38.92,12.29,1303.35
Construction,Oceania,South Africa,2016,238.48,211.03,25.33,3.93,31.49,1.17,511.43
Energy,Asia,India,2009,17.48,153.13,22.54,77.74,1.84,14.01,286.74
Mining,South America,Brazil,2012,3.3,842.64,61.23,117.72,8.37,7.82,1041.08
Mining,South America,Germany,2017,258.54,410.66,27.33,159.68,11.63,9.21,877.05
Mining,South America,Brazil,2012,282.79,846.96,42.74,51.68,42.18,4.59,1270.94
Energy,North America,USA,2020,26.42,424.98,45.54,163.26,30.74,3.59,694.53
Mining,Asia,Brazil,2012,84.04,22.17,20.58,129.62,9.3,8.6,274.31
Mining,North America,USA,2009,222.64,375.19,6.26,69.42,12.84,11.72,698.07
Construction,Europe,China,2019,162.13,610.33,76.69,59.98,22.8,4.39,936.32
Construction,South America,Brazil,2006,284.8,447.83,78.38,140.43,4.28,9.14,964.86
Mining,Asia,Germany,2006,117.06,459.61,59.88,144.84,20.71,11.78,813.88
Manufacturing,South America,South Africa,2008,1.5,998.32,14.95,127.45,39.68,9.72,1191.62
Manufacturing,North America,Brazil,2015,6.41,544.36,47.67,88.88,19.83,9.41,716.56
Mining,North America,South Africa,2014,169.67,697.09,17.87,4.51,39.31,5.84,934.29
Manufacturing,North America,Brazil,2002,225.76,721.11,88.14,114.84,31.27,2.33,1183.45
Energy,South America,Brazil,2012,237.29,0.67,69.76,122.48,20.28,19.01,469.49
Construction,Asia,Canada,2010,273.5,552.68,3.23,48.12,44.68,18.07,940.28
Energy,Asia,South Africa,2007,69.11,963.07,0.27,40.72,22.13,18.61,1113.91
Construction,Europe,South Africa,2020,221.65,750.95,98.38,172.87,36.77,10.98,1291.6
Manufacturing,South America,India,2020,248.22,340.76,4.08,36.05,39.99,5.3,674.4
Manufacturing,Europe,Brazil,2005,250.96,364.89,86.6,42.04,45.8,6.66,796.95
Mining,Oceania,Brazil,2009,123.76,303.97,95.59,124.61,13.95,12.06,673.94
Manufacturing,Europe,Canada,2016,187.98,630.39,30.88,63.89,10.14,14.33,937.61
Manufacturing,Europe,Germany,2019,165.69,97.77,54.06,88.28,22.46,12.92,441.18
Mining,Europe,South Africa,2008,179.45,290.36,64.78,106.07,43.77,3.62,688.05
Mining,North America,Canada,2020,84.97,498.47,52.09,186.21,16.54,17.81,856.09
Construction,Oceania,South Africa,2013,205.13,535.45,21.43,52.18,13.74,12.32,840.25
Manufacturing,Europe,USA,2019,213.15,607.6,58.17,9,1.88,17.3,907.1
Construction,Asia,USA,2012,59.19,797.33,25.94,23.26,35.06,12.4,953.18
Construction,Europe,South Africa,2000,133.37,163.65,16.59,10.42,35.02,8.15,367.2
Energy,North America,Germany,2018,126.92,225.4,50.6,150.85,41.74,1.8,597.31
Manufacturing,Africa,Canada,2008,224.81,872.38,37.26,196.19,24.84,6.13,1361.61
Manufacturing,Oceania,China,2016,200.12,831.24,2.84,16.14,44.53,3.9,1098.77
Energy,Africa,Brazil,2014,143.12,821.66,94.97,56.98,4.39,19.25,1140.37
Construction,Africa,China,2019,195.93,209.01,4.05,170.77,28.2,8.07,616.03
Manufacturing,Oceania,Germany,2004,79.23,58.73,90.31,179.51,23.89,18.11,449.78
Construction,South America,China,2003,70.09,523.65,19.05,43.34,44.89,6.68,707.7
Energy,Asia,USA,2003,72.36,870.11,14.27,183.8,45.42,2.56,1188.52
Mining,North America,India,2014,9.33,237.9,7.01,115.62,48.82,16.22,434.9
Construction,Oceania,China,2004,207.48,904.25,42.63,199.01,17.68,9.44,1380.49
Manufacturing,Africa,India,2016,295.76,141.96,58.73,4.59,19.05,17.03,537.12
Mining,North America,China,2006,93.06,298.45,90.38,157.21,9.72,11.37,660.19
Construction,North America,Canada,2005,278.99,298.64,78.4,11.15,37.16,2.09,706.43
Construction,South America,Germany,2014,182.16,151.52,16.05,146.91,41.68,0.73,539.05
Mining,Africa,India,2019,67.87,872.84,16.86,188.8,42.62,3.27,1192.26
Mining,Europe,China,2013,4.05,412.88,0.92,65.42,49.52,6.48,539.27
Mining,North America,Germany,2009,217.26,191.06,68.81,67.84,28.15,8.24,581.36
Manufacturing,Africa,Australia,2005,209.12,147.67,1.85,47.94,10.8,17.31,434.69
Manufacturing,North America,Australia,2009,69.16,421.2,13.94,86.32,30.1,17.6,638.32
Construction,South America,South Africa,2022,100.15,17.78,63.49,94.61,18.19,9.18,303.4
Construction,South America,Canada,2019,269.46,121.5,15.11,114.42,16.76,13.16,550.41
Energy,Europe,Australia,2008,47.59,4.2,15.41,137.71,35.05,2.69,242.65
Manufacturing,South America,USA,2012,250.72,24.87,23.48,123.6,10.23,19.04,451.94
Construction,Africa,Brazil,2013,51.18,997.38,38.59,19.88,27.29,6.82,1141.14
Mining,Oceania,Germany,2000,144.78,449.16,0.89,126.47,7.14,13,741.44
Mining,South America,Germany,2000,149.94,729.06,74.63,38.62,44.55,11.1,1047.9
Manufacturing,Oceania,USA,2018,141.89,737.21,77.4,107,4.53,15.35,1083.38
Mining,Europe,India,2008,86.73,880.47,36.74,117.55,46.61,19.85,1187.95
Energy,Asia,China,2004,76.38,104.19,79.83,87.31,49.98,8.76,406.45
Construction,North America,India,2016,220.08,525.91,28.55,83.61,11.85,6.01,876.01
Construction,North America,Canada,2015,83.07,322.06,98.57,85.12,4.73,2.11,595.66
Construction,Africa,Germany,2011,183.17,548.71,39.83,47.06,1.68,15.86,836.31
Manufacturing,Europe,South Africa,2004,254.07,332.45,66.91,160.66,7.37,6.3,827.76
Mining,Europe,Australia,2005,251.19,184.07,32.31,97.2,45.77,8.93,619.47
Energy,Europe,China,2019,50.56,672.99,45.14,101.08,36.53,19.14,925.44
Manufacturing,North America,Australia,2022,196.59,38.91,64.54,37.01,4.7,18.95,360.7
Construction,South America,Australia,2010,180.88,895.44,34.82,95.16,48.07,13.91,1268.28
Energy,North America,Brazil,2018,84.95,146.69,65.69,87.51,32.78,2.16,419.78
Construction,North America,Australia,2020,117.74,615.34,14.69,82.86,46.49,9.03,886.15
Construction,North America,Canada,2005,85.89,754.33,48.43,89.28,35.7,18.18,1031.81
Manufacturing,South America,Canada,2022,161.35,73.39,27.36,49.29,18.84,10.13,340.36
Construction,Asia,Canada,2009,241.19,903.34,92.01,159,3.46,19.68,1418.68
Energy,Africa,Brazil,2014,263.31,356.5,82.49,39.13,0.92,3.86,746.21
Construction,Asia,China,2017,216.99,996.73,48.79,107.91,30.53,11.99,1412.94
Mining,Asia,Canada,2020,145.29,69.25,45.43,64.56,25.19,3.87,353.59
Construction,North America,Germany,2006,287.45,716.92,83.42,143.83,29.04,15.94,1276.6
Manufacturing,Asia,South Africa,2022,169.38,161.13,69.08,138.27,48.2,18.36,604.42
Energy,North America,USA,2002,143.82,402.99,68.36,139.69,45.18,1.33,801.37
Manufacturing,North America,Australia,2015,257.1,443.49,54.87,177.08,17.91,8.6,959.05
Mining,Africa,South Africa,2012,55.79,406.45,86.25,156.18,15.99,0.86,721.52
Construction,Europe,Australia,2016,47.78,337.9,19.03,65.99,14.27,1.47,486.44
Manufacturing,North America,Australia,2003,234.87,767.33,86.2,78.78,47.04,7.42,1221.64
Manufacturing,Asia,India,2018,261.24,819.98,52.12,173.49,45.42,11.7,1363.95
Manufacturing,Africa,South Africa,2003,22.3,335.95,62.17,164.76,46.86,17.05,649.09
Manufacturing,Oceania,South Africa,2011,229.34,482.9,96.25,184.26,11.66,18.95,1023.36
Mining,Oceania,India,2003,127.63,422.05,42.51,167.74,23.54,5.45,788.92
Mining,Oceania,USA,2016,211.27,593.72,66.84,25.95,17.82,4.56,920.16
Construction,Asia,USA,2017,40.92,150.69,52.26,66.12,16.21,3.25,329.45
Construction,Europe,Brazil,2021,291.92,805.78,93.17,58.58,4.91,0.49,1254.85
Energy,South America,Canada,2005,264.44,797.11,48.82,75.86,42.03,10.75,1239.01
Mining,Europe,Australia,2018,122.09,590.62,25.69,58.54,14.93,10.67,822.54
Manufacturing,Africa,Canada,2004,268.06,746.27,48.33,156.99,17.63,1.8,1239.08
Manufacturing,Europe,USA,2001,268.53,988.51,91.68,140.19,30.34,0.44,1519.69
Energy,Oceania,China,2010,138.65,922.55,50.12,39.85,46.31,7.69,1205.17
Manufacturing,Europe,Brazil,2012,284.09,611.64,14.7,36.05,36.24,1.67,984.39
Energy,Africa,Canada,2004,293.07,511.65,54.21,43.68,32.18,1.22,936.01
Construction,Africa,Germany,2022,65.56,534.76,38.82,62.88,4.88,9.93,716.83
Mining,Oceania,Brazil,2007,20.47,466.88,65.01,136.57,31.22,16.27,736.42
Energy,Asia,Australia,2010,99.68,480.49,24.21,73.84,13.39,13.41,705.02
Manufacturing,North America,South Africa,2003,146.91,732.17,32.3,84.9,32.01,3.16,1031.45
Energy,South America,South Africa,2017,28.26,992.13,51.71,8.51,16.44,13.25,1110.3
Construction,South America,Brazil,2014,42.63,45.79,11.92,96.08,3.92,7.08,207.42
Manufacturing,Oceania,India,2004,291.52,230.57,21.13,88.37,42.25,1.81,675.65
Construction,South America,Australia,2022,221.32,210.6,80.15,136.75,27.78,7.46,684.06
Construction,Europe,USA,2011,262.54,832.94,93.93,40.41,14.13,17.33,1261.28
Energy,Africa,South Africa,2003,291.36,420.01,96.96,144.55,17.93,4.17,974.98
Construction,Africa,South Africa,2003,113.75,525.37,93.73,143.59,30.93,9.88,917.25
Manufacturing,Oceania,China,2019,206.52,469.42,94.21,124.52,34.01,7.07,935.75
Construction,Africa,Australia,2008,55.61,853.75,82.13,71.68,24.39,16.01,1103.57
Construction,North America,USA,2008,165.72,499.97,73.59,11.83,26.34,12.02,789.47
Energy,Africa,Australia,2013,63.36,668.01,23.26,47.42,5.42,8.25,815.72
Construction,Africa,South Africa,2007,48.55,19.97,44.23,186.04,7.43,8.76,314.98
Mining,Europe,India,2022,29.98,652.63,39.86,175.86,10.58,18.08,926.99
Energy,Asia,South Africa,2000,174.13,241.33,73.06,39.52,26.56,5.12,559.72
Energy,South America,USA,2010,284.98,866.94,47.59,64.33,21.05,1.76,1286.65
Manufacturing,Europe,China,2003,37.11,751.68,36.08,2.08,28.59,17.08,872.62
Manufacturing,Europe,Canada,2016,150.94,109.73,81.43,62.17,8.72,9.6,422.59
Manufacturing,Europe,Canada,2016,206.28,103.92,75.02,160.14,48.4,1.06,594.82
Manufacturing,South America,USA,2018,149.01,293.35,36.94,114.28,30.8,18.1,642.48
Mining,Oceania,Australia,2012,273.58,126.2,41.99,173.79,6.49,12.59,634.64
Energy,Europe,Australia,2018,50.31,740.46,89.33,192.3,18.58,5.11,1096.09
Construction,Asia,India,2016,7.74,986.82,73.29,44.32,49.01,14,1175.18
Manufacturing,Oceania,China,2019,115.24,655.43,69.03,110.99,48.32,5.44,1004.45
Manufacturing,Africa,Canada,2011,166.87,249.42,71.2,151.05,3.6,7.87,650.01
Manufacturing,Asia,USA,2019,76.72,564.49,10.32,124.37,41.56,7.13,824.59
